eav_entity_datetime	eav_entity_type	CASCADE
eav_entity_decimal	eav_entity	CASCADE
eav_entity_decimal	eav_entity_type	CASCADE
eav_entity_decimal	store	CASCADE
eav_entity_int	eav_entity	CASCADE
eav_entity_int	eav_entity_type	CASCADE
eav_entity_int	store	CASCADE
eav_entity_store	eav_entity_type	CASCADE
eav_entity_store	store	CASCADE
eav_entity_text	eav_entity	CASCADE
eav_entity_text	eav_entity_type	CASCADE
eav_entity_text	store	CASCADE
eav_entity_varchar	eav_entity	CASCADE
eav_entity_varchar	eav_entity_type	CASCADE
eav_entity_varchar	store	CASCADE
eav_form_element	eav_attribute	CASCADE
eav_form_element	eav_form_fieldset	SET NULL
eav_form_element	eav_form_type	CASCADE
eav_form_fieldset	eav_form_type	CASCADE
eav_form_fieldset_label	store	CASCADE
eav_form_fieldset_label	eav_form_fieldset	CASCADE
eav_form_type	store	CASCADE
eav_form_type_entity	eav_form_type	CASCADE
eav_form_type_entity	eav_entity_type	CASCADE
googleoptimizer_code	store	CASCADE
integration	oauth_consumer	CASCADE
inventory_order_notification	sales_order	CASCADE
inventory_pickup_location_order	sales_order	CASCADE
inventory_pickup_location_quote_address	quote_address	CASCADE
inventory_source_carrier_link	inventory_source	CASCADE
inventory_source_item	inventory_source	CASCADE
inventory_source_stock_link	inventory_stock	CASCADE
inventory_source_stock_link	inventory_source	CASCADE
inventory_stock_sales_channel	inventory_stock	CASCADE
layout_link	layout_update	CASCADE
layout_link	store	CASCADE
layout_link	theme	CASCADE
login_as_customer_assistance_allowed	customer_entity	CASCADE
magento_acknowledged_bulk	magento_bulk	CASCADE
magento_operation	magento_bulk	CASCADE
media_gallery_asset_keyword	media_gallery_asset	CASCADE
media_gallery_asset_keyword	media_gallery_keyword	CASCADE
newsletter_problem	newsletter_queue	CASCADE
newsletter_problem	newsletter_subscriber	CASCADE
newsletter_queue	newsletter_template	CASCADE
newsletter_queue_link	newsletter_queue	CASCADE
newsletter_queue_link	newsletter_subscriber	CASCADE
newsletter_queue_store_link	newsletter_queue	CASCADE
newsletter_queue_store_link	store	CASCADE
newsletter_subscriber	store	SET NULL
oauth_nonce	oauth_consumer	CASCADE
oauth_token	admin_user	CASCADE
oauth_token	oauth_consumer	CASCADE
oauth_token	customer_entity	CASCADE
paypal_billing_agreement	customer_entity	CASCADE
paypal_billing_agreement	store	SET NULL
paypal_billing_agreement_order	sales_order	CASCADE
